operon,number,start,end,gene,strand,direction,strain,CDS_identifier,hamburger_CDS_identifier
NC_010554_i1,12,15532,16830,Non-model,reverse,-1,NC_010554_i1,GOKEEBKD_00012,NC_010554_i1_12
NC_010554_i1,13,16805,17842,TssG,reverse,-1,NC_010554_i1,GOKEEBKD_00013,NC_010554_i1_13
NC_010554_i1,14,17806,19581,TssF,reverse,-1,NC_010554_i1,GOKEEBKD_00014,NC_010554_i1_14
NC_010554_i1,15,19589,20020,TssE,reverse,-1,NC_010554_i1,GOKEEBKD_00015,NC_010554_i1_15
NC_010554_i1,16,20026,21525,TssC,reverse,-1,NC_010554_i1,GOKEEBKD_00016,NC_010554_i1_16
NC_010554_i1,17,21525,22025,TssB,reverse,-1,NC_010554_i1,GOKEEBKD_00017,NC_010554_i1_17
NC_010554_i1,18,23299,23451,Non-model,reverse,-1,NC_010554_i1,GOKEEBKD_00018,NC_010554_i1_18
NC_010554_i1,19,23922,24440,TssD,forward,1,NC_010554_i1,GOKEEBKD_00019,NC_010554_i1_19
NC_010554_i1,20,24524,26674,TssI,forward,1,NC_010554_i1,GOKEEBKD_00020,NC_010554_i1_20
NC_011000_i4b,1,1,783,TssL,reverse,-1,NC_011000_i4b,OCKHLNGO_00001,NC_011000_i4b_1
NC_011000_i4b,2,780,2126,TssK,reverse,-1,NC_011000_i4b,OCKHLNGO_00002,NC_011000_i4b_2
NC_011000_i4b,3,2232,2831,TssJ,reverse,-1,NC_011000_i4b,OCKHLNGO_00003,NC_011000_i4b_3
NC_011000_i4b,4,3218,3844,Non-model,forward,1,NC_011000_i4b,OCKHLNGO_00004,NC_011000_i4b_4
NC_011000_i4b,5,3891,4406,TssB,forward,1,NC_011000_i4b,OCKHLNGO_00005,NC_011000_i4b_5
NC_011000_i4b,6,4422,5912,TssC,forward,1,NC_011000_i4b,OCKHLNGO_00006,NC_011000_i4b_6
NC_011000_i4b,7,5983,6486,TssD,forward,1,NC_011000_i4b,OCKHLNGO_00007,NC_011000_i4b_7
NC_011000_i4b,8,6549,7034,TssE,forward,1,NC_011000_i4b,OCKHLNGO_00008,NC_011000_i4b_8
NC_011000_i4b,9,7111,8946,TssF,forward,1,NC_011000_i4b,OCKHLNGO_00009,NC_011000_i4b_9
NC_011000_i4b,10,8910,10010,TssG,forward,1,NC_011000_i4b,OCKHLNGO_00010,NC_011000_i4b_10
NC_011000_i4b,11,10052,12721,TssH,forward,1,NC_011000_i4b,OCKHLNGO_00011,NC_011000_i4b_11
NC_011000_i4b,12,12766,13887,TssA,forward,1,NC_011000_i4b,OCKHLNGO_00012,NC_011000_i4b_12
NC_011000_i4b,13,13981,14931,TssL,reverse,-1,NC_011000_i4b,OCKHLNGO_00013,NC_011000_i4b_13
NC_011000_i4b,14,14936,15925,Non-model,reverse,-1,NC_011000_i4b,OCKHLNGO_00014,NC_011000_i4b_14
NC_011000_i4b,15,15922,19866,TssM,reverse,-1,NC_011000_i4b,OCKHLNGO_00015,NC_011000_i4b_15
NC_011205_i3,1,1,1056,TssA,reverse,-1,NC_011205_i3,IECCMLFM_00001,NC_011205_i3_1
NC_011205_i3,2,1067,2002,TssG,reverse,-1,NC_011205_i3,IECCMLFM_00002,NC_011205_i3_2
NC_011205_i3,3,1974,3896,TssF,reverse,-1,NC_011205_i3,IECCMLFM_00003,NC_011205_i3_3
NC_011205_i3,4,3912,4406,TssE,reverse,-1,NC_011205_i3,IECCMLFM_00004,NC_011205_i3_4
NC_011205_i3,5,4403,5227,Non-model,reverse,-1,NC_011205_i3,IECCMLFM_00005,NC_011205_i3_5
NC_011205_i3,6,5214,6116,Non-model,reverse,-1,NC_011205_i3,IECCMLFM_00006,NC_011205_i3_6
NC_011205_i3,7,6484,9123,TssH,forward,1,NC_011205_i3,IECCMLFM_00007,NC_011205_i3_7
NC_011205_i3,8,9223,9765,TssB,forward,1,NC_011205_i3,IECCMLFM_00008,NC_011205_i3_8
NC_011205_i3,9,9789,11297,TssC,forward,1,NC_011205_i3,IECCMLFM_00009,NC_011205_i3_9
NC_011205_i3,10,11364,11750,Non-model,forward,1,NC_011205_i3,IECCMLFM_00010,NC_011205_i3_10
NC_011205_i3,11,11763,12209,Non-model,forward,1,NC_011205_i3,IECCMLFM_00011,NC_011205_i3_11
NC_011205_i3,12,12461,12946,TssD,forward,1,NC_011205_i3,IECCMLFM_00012,NC_011205_i3_12
NC_011205_i3,13,13013,13549,TssJ,forward,1,NC_011205_i3,IECCMLFM_00013,NC_011205_i3_13
NC_011205_i3,14,13553,14896,TssK,forward,1,NC_011205_i3,IECCMLFM_00014,NC_011205_i3_14
NC_011205_i3,15,14893,16197,TssL,forward,1,NC_011205_i3,IECCMLFM_00015,NC_011205_i3_15
NC_011205_i3,16,16202,16975,Non-model,forward,1,NC_011205_i3,IECCMLFM_00016,NC_011205_i3_16
NC_011205_i3,17,17253,17609,Non-model,forward,1,NC_011205_i3,IECCMLFM_00017,NC_011205_i3_17
NC_011205_i3,18,17643,21512,TssM,forward,1,NC_011205_i3,IECCMLFM_00018,NC_011205_i3_18
NC_011205_i3,19,21512,22300,Non-model,forward,1,NC_011205_i3,IECCMLFM_00019,NC_011205_i3_19
NC_011205_i3,20,22327,22713,Non-model,forward,1,NC_011205_i3,IECCMLFM_00020,NC_011205_i3_20
NC_011205_i3,21,22740,23258,Non-model,forward,1,NC_011205_i3,IECCMLFM_00021,NC_011205_i3_21
NC_011205_i3,22,23655,25844,TssI,forward,1,NC_011205_i3,IECCMLFM_00022,NC_011205_i3_22
NC_011274_i1,1,1,480,TssD,reverse,-1,NC_011274_i1,OODJLDHI_00001,NC_011274_i1_1
NC_011274_i1,2,468,1871,TssA,reverse,-1,NC_011274_i1,OODJLDHI_00002,NC_011274_i1_2
NC_011274_i1,3,5422,6717,TssA,reverse,-1,NC_011274_i1,OODJLDHI_00004,NC_011274_i1_3
NC_011274_i1,4,6836,7573,Non-model,reverse,-1,NC_011274_i1,OODJLDHI_00005,NC_011274_i1_4
NC_011274_i1,5,7570,10233,TssH,reverse,-1,NC_011274_i1,OODJLDHI_00006,NC_011274_i1_5
NC_011274_i1,6,10246,11004,TssL,reverse,-1,NC_011274_i1,OODJLDHI_00007,NC_011274_i1_6
NC_011274_i1,7,11009,12340,TssK,reverse,-1,NC_011274_i1,OODJLDHI_00008,NC_011274_i1_7
NC_011274_i1,8,12343,12876,TssJ,reverse,-1,NC_011274_i1,OODJLDHI_00009,NC_011274_i1_8
NC_011274_i1,9,12873,14159,Non-model,reverse,-1,NC_011274_i1,OODJLDHI_00010,NC_011274_i1_9
NC_011274_i1,10,14184,15272,TssG,reverse,-1,NC_011274_i1,OODJLDHI_00011,NC_011274_i1_10
NC_011274_i1,11,15236,17089,TssF,reverse,-1,NC_011274_i1,OODJLDHI_00012,NC_011274_i1_11
NC_011274_i1,12,17094,17510,TssE,reverse,-1,NC_011274_i1,OODJLDHI_00013,NC_011274_i1_12
NC_011274_i1,13,17507,18979,TssC,reverse,-1,NC_011274_i1,OODJLDHI_00014,NC_011274_i1_13
NC_011274_i1,14,19028,19240,Non-model,reverse,-1,NC_011274_i1,OODJLDHI_00015,NC_011274_i1_14
NC_011274_i1,15,19270,19773,TssB,reverse,-1,NC_011274_i1,OODJLDHI_00016,NC_011274_i1_15
NC_011274_i1,16,19798,20013,Non-model,forward,1,NC_011274_i1,OODJLDHI_00017,NC_011274_i1_16
NC_011274_i1,17,20054,20164,Non-model,reverse,-1,NC_011274_i1,OODJLDHI_00018,NC_011274_i1_17
NC_011274_i1,18,20403,20921,TssD,forward,1,NC_011274_i1,OODJLDHI_00019,NC_011274_i1_18
NC_011274_i1,19,21143,23254,TssI,forward,1,NC_011274_i1,OODJLDHI_00020,NC_011274_i1_19
NC_012731_2_i2,1,44,1588,TssC,forward,1,NC_012731_2_i2,LBBBIBNP_00002,NC_012731_2_i2_2
NC_012731_2_i2,2,1598,2941,TssK,forward,1,NC_012731_2_i2,LBBBIBNP_00003,NC_012731_2_i2_3
NC_012731_2_i2,3,2938,3627,TssL,forward,1,NC_012731_2_i2,LBBBIBNP_00004,NC_012731_2_i2_4
NC_012731_2_i2,4,3624,5330,TssL,forward,1,NC_012731_2_i2,LBBBIBNP_00005,NC_012731_2_i2_5
NC_012731_2_i2,5,5335,5826,TssD,forward,1,NC_012731_2_i2,LBBBIBNP_00006,NC_012731_2_i2_6
NC_012731_2_i2,6,6090,8744,TssH,forward,1,NC_012731_2_i2,LBBBIBNP_00007,NC_012731_2_i2_7
NC_012731_2_i2,7,8737,11436,TssI,forward,1,NC_012731_2_i2,LBBBIBNP_00008,NC_012731_2_i2_8
NC_012731_2_i2,8,11439,11849,Non-model,forward,1,NC_012731_2_i2,LBBBIBNP_00009,NC_012731_2_i2_9
NC_012731_2_i2,9,11867,13789,Non-model,forward,1,NC_012731_2_i2,LBBBIBNP_00010,NC_012731_2_i2_10
NC_012731_2_i2,10,13786,14217,Non-model,forward,1,NC_012731_2_i2,LBBBIBNP_00011,NC_012731_2_i2_11
NC_012731_2_i2,11,14477,14581,Non-model,forward,1,NC_012731_2_i2,LBBBIBNP_00012,NC_012731_2_i2_12
NC_012731_2_i2,12,14553,14744,Non-model,forward,1,NC_012731_2_i2,LBBBIBNP_00013,NC_012731_2_i2_13
NC_012731_2_i2,13,14885,15589,Non-model,forward,1,NC_012731_2_i2,LBBBIBNP_00014,NC_012731_2_i2_14
NC_012731_2_i2,14,15576,16646,Non-model,forward,1,NC_012731_2_i2,LBBBIBNP_00015,NC_012731_2_i2_15
NC_012731_2_i2,15,16673,16891,Non-model,forward,1,NC_012731_2_i2,LBBBIBNP_00016,NC_012731_2_i2_16
NC_012731_2_i2,16,16900,17130,Non-model,forward,1,NC_012731_2_i2,LBBBIBNP_00017,NC_012731_2_i2_17
NC_012731_2_i2,17,17916,19124,Non-model,forward,1,NC_012731_2_i2,LBBBIBNP_00018,NC_012731_2_i2_18
NC_012731_2_i2,18,19121,22576,TssM,forward,1,NC_012731_2_i2,LBBBIBNP_00019,NC_012731_2_i2_19
NC_012731_2_i2,19,22576,24174,TssA,forward,1,NC_012731_2_i2,LBBBIBNP_00020,NC_012731_2_i2_20
NC_012731_2_i2,20,24205,25260,Non-model,forward,1,NC_012731_2_i2,LBBBIBNP_00021,NC_012731_2_i2_21
NC_012731_2_i2,21,25804,27558,TssF,forward,1,NC_012731_2_i2,LBBBIBNP_00022,NC_012731_2_i2_22
NC_012731_2_i2,22,27522,28607,TssG,forward,1,NC_012731_2_i2,LBBBIBNP_00023,NC_012731_2_i2_23
NC_012731_2_i2,23,28585,29127,TssJ,forward,1,NC_012731_2_i2,LBBBIBNP_00024,NC_012731_2_i2_24
NC_012779_i4b,1,1,486,TssB,forward,1,NC_012779_i4b,LDBFMMPK_00001,NC_012779_i4b_1
NC_012779_i4b,2,486,1973,TssC,forward,1,NC_012779_i4b,LDBFMMPK_00002,NC_012779_i4b_2
NC_012779_i4b,3,2043,2534,TssD,forward,1,NC_012779_i4b,LDBFMMPK_00003,NC_012779_i4b_3
NC_012779_i4b,4,2664,3875,Non-model,forward,1,NC_012779_i4b,LDBFMMPK_00004,NC_012779_i4b_4
NC_012779_i4b,5,3884,4360,TssE,forward,1,NC_012779_i4b,LDBFMMPK_00005,NC_012779_i4b_5
NC_012779_i4b,6,4364,6205,TssF,forward,1,NC_012779_i4b,LDBFMMPK_00006,NC_012779_i4b_6
NC_012779_i4b,7,6202,7227,TssG,forward,1,NC_012779_i4b,LDBFMMPK_00007,NC_012779_i4b_7
NC_012779_i4b,8,7347,9968,TssH,forward,1,NC_012779_i4b,LDBFMMPK_00008,NC_012779_i4b_8
NC_012779_i4b,9,9959,11944,TssI,forward,1,NC_012779_i4b,LDBFMMPK_00009,NC_012779_i4b_9
NC_012779_i4b,10,12039,12341,Non-model,forward,1,NC_012779_i4b,LDBFMMPK_00010,NC_012779_i4b_10
NC_012779_i4b,11,12355,13425,TssA,forward,1,NC_012779_i4b,LDBFMMPK_00011,NC_012779_i4b_11
NC_012779_i4b,12,13370,14041,TssJ,forward,1,NC_012779_i4b,LDBFMMPK_00012,NC_012779_i4b_12
NC_012779_i4b,13,14138,15526,TssK,forward,1,NC_012779_i4b,LDBFMMPK_00013,NC_012779_i4b_13
NC_012779_i4b,14,15523,16173,TssL,forward,1,NC_012779_i4b,LDBFMMPK_00014,NC_012779_i4b_14
NC_012779_i4b,15,16170,19952,TssM,forward,1,NC_012779_i4b,LDBFMMPK_00015,NC_012779_i4b_15
NC_013508_i4b,1,1,465,TssB,forward,1,NC_013508_i4b,HHAOJAFC_00001,NC_013508_i4b_1
NC_013508_i4b,2,462,1949,TssC,forward,1,NC_013508_i4b,HHAOJAFC_00002,NC_013508_i4b_2
NC_013508_i4b,3,2019,2510,TssD,forward,1,NC_013508_i4b,HHAOJAFC_00003,NC_013508_i4b_3
NC_013508_i4b,4,2610,3812,Non-model,forward,1,NC_013508_i4b,HHAOJAFC_00004,NC_013508_i4b_4
NC_013508_i4b,5,3821,4297,TssE,forward,1,NC_013508_i4b,HHAOJAFC_00005,NC_013508_i4b_5
NC_013508_i4b,6,4301,6142,TssF,forward,1,NC_013508_i4b,HHAOJAFC_00006,NC_013508_i4b_6
NC_013508_i4b,7,6139,7164,TssG,forward,1,NC_013508_i4b,HHAOJAFC_00007,NC_013508_i4b_7
NC_013508_i4b,8,7283,9895,TssH,forward,1,NC_013508_i4b,HHAOJAFC_00008,NC_013508_i4b_8
NC_013508_i4b,9,9895,11880,TssI,forward,1,NC_013508_i4b,HHAOJAFC_00009,NC_013508_i4b_9
NC_013508_i4b,10,11975,12277,Non-model,forward,1,NC_013508_i4b,HHAOJAFC_00010,NC_013508_i4b_10
NC_013508_i4b,11,12291,13358,TssA,forward,1,NC_013508_i4b,HHAOJAFC_00011,NC_013508_i4b_11
NC_013508_i4b,12,13306,13986,TssJ,forward,1,NC_013508_i4b,HHAOJAFC_00012,NC_013508_i4b_12
NC_013508_i4b,13,14086,15474,TssK,forward,1,NC_013508_i4b,HHAOJAFC_00013,NC_013508_i4b_13
NC_013508_i4b,14,15471,16121,TssL,forward,1,NC_013508_i4b,HHAOJAFC_00014,NC_013508_i4b_14
NC_013508_i4b,15,16118,19900,TssM,forward,1,NC_013508_i4b,HHAOJAFC_00015,NC_013508_i4b_15
NC_013716_i3,1,1,504,TssE,reverse,-1,NC_013716_i3,ADLHBNGP_00001,NC_013716_i3_1
NC_013716_i3,2,491,1288,Non-model,reverse,-1,NC_013716_i3,ADLHBNGP_00002,NC_013716_i3_2
NC_013716_i3,3,1306,2148,Non-model,reverse,-1,NC_013716_i3,ADLHBNGP_00003,NC_013716_i3_3
NC_013716_i3,4,2153,2416,Non-model,reverse,-1,NC_013716_i3,ADLHBNGP_00004,NC_013716_i3_4
NC_013716_i3,5,2477,4819,TssI,reverse,-1,NC_013716_i3,ADLHBNGP_00005,NC_013716_i3_5
NC_013716_i3,6,4824,5477,Non-model,reverse,-1,NC_013716_i3,ADLHBNGP_00006,NC_013716_i3_6
NC_013716_i3,7,5492,6949,TssM,reverse,-1,NC_013716_i3,ADLHBNGP_00007,NC_013716_i3_7
NC_013716_i3,8,6897,9320,TssM,reverse,-1,NC_013716_i3,ADLHBNGP_00008,NC_013716_i3_8
NC_013716_i3,9,9332,10687,TssL,reverse,-1,NC_013716_i3,ADLHBNGP_00009,NC_013716_i3_9
NC_013716_i3,10,10687,12033,TssK,reverse,-1,NC_013716_i3,ADLHBNGP_00010,NC_013716_i3_10
NC_013716_i3,11,12037,12564,TssJ,reverse,-1,NC_013716_i3,ADLHBNGP_00011,NC_013716_i3_11
NC_013716_i3,12,12655,13140,TssD,reverse,-1,NC_013716_i3,ADLHBNGP_00012,NC_013716_i3_12
NC_013716_i3,13,13300,14799,TssC,reverse,-1,NC_013716_i3,ADLHBNGP_00013,NC_013716_i3_13
NC_013716_i3,14,14821,15339,TssB,reverse,-1,NC_013716_i3,ADLHBNGP_00014,NC_013716_i3_14
NC_013716_i3,15,15430,15978,Non-model,reverse,-1,NC_013716_i3,ADLHBNGP_00015,NC_013716_i3_15
NC_013716_i3,16,15969,18566,Non-model,reverse,-1,NC_013716_i3,ADLHBNGP_00016,NC_013716_i3_16
NC_013716_i3,17,18603,19358,Non-model,reverse,-1,NC_013716_i3,ADLHBNGP_00017,NC_013716_i3_17
NC_013716_i3,18,19444,19983,Non-model,reverse,-1,NC_013716_i3,ADLHBNGP_00018,NC_013716_i3_18
NC_013716_i3,19,20068,22758,TssH,reverse,-1,NC_013716_i3,ADLHBNGP_00019,NC_013716_i3_19
NC_013716_i3,20,22986,24941,TssF,forward,1,NC_013716_i3,ADLHBNGP_00020,NC_013716_i3_20
NC_013716_i3,21,24938,25969,TssG,forward,1,NC_013716_i3,ADLHBNGP_00021,NC_013716_i3_21
NC_013716_i3,22,25966,27036,TssA,forward,1,NC_013716_i3,ADLHBNGP_00022,NC_013716_i3_22
NC_013716_i3,23,27040,28026,Non-model,forward,1,NC_013716_i3,ADLHBNGP_00023,NC_013716_i3_23
NC_013716_i3,24,28052,29398,Non-model,forward,1,NC_013716_i3,ADLHBNGP_00024,NC_013716_i3_24
NC_013716_i3,25,29392,31176,TssL,forward,1,NC_013716_i3,ADLHBNGP_00025,NC_013716_i3_25
NC_013716_i4a,1,1,921,TssA,reverse,-1,NC_013716_i4a,GMFJOHND_00001,NC_013716_i4a_1
NC_013716_i4a,2,908,2716,Non-model,reverse,-1,NC_013716_i4a,GMFJOHND_00002,NC_013716_i4a_2
NC_013716_i4a,3,2683,4467,TssM,reverse,-1,NC_013716_i4a,GMFJOHND_00003,NC_013716_i4a_3
NC_013716_i4a,4,4464,5210,TssL,reverse,-1,NC_013716_i4a,GMFJOHND_00004,NC_013716_i4a_4
NC_013716_i4a,5,5194,6528,TssK,reverse,-1,NC_013716_i4a,GMFJOHND_00005,NC_013716_i4a_5
NC_013716_i4a,6,6530,7000,TssJ,reverse,-1,NC_013716_i4a,GMFJOHND_00006,NC_013716_i4a_6
NC_013716_i4a,7,7367,7879,TssB,forward,1,NC_013716_i4a,GMFJOHND_00007,NC_013716_i4a_7
NC_013716_i4a,8,7898,9379,TssC,forward,1,NC_013716_i4a,GMFJOHND_00008,NC_013716_i4a_8
NC_013716_i4a,9,9398,9883,TssD,forward,1,NC_013716_i4a,GMFJOHND_00009,NC_013716_i4a_9
NC_013716_i4a,10,9883,10263,TssE,forward,1,NC_013716_i4a,GMFJOHND_00010,NC_013716_i4a_10
NC_013716_i4a,11,10283,12004,TssF,forward,1,NC_013716_i4a,GMFJOHND_00011,NC_013716_i4a_11
NC_013716_i4a,12,11968,12903,TssG,forward,1,NC_013716_i4a,GMFJOHND_00012,NC_013716_i4a_12
NC_013716_i4a,13,12894,15401,TssH,forward,1,NC_013716_i4a,GMFJOHND_00013,NC_013716_i4a_13
NC_013716_i4a,14,15606,17570,TssI,forward,1,NC_013716_i4a,GMFJOHND_00014,NC_013716_i4a_14
NC_013956_i2,1,1,1392,TssA,reverse,-1,NC_013956_i2,KNDCMEPB_00001,NC_013956_i2_1
NC_013956_i2,2,1719,2174,TssE,reverse,-1,NC_013956_i2,KNDCMEPB_00002,NC_013956_i2_2
NC_013956_i2,3,2174,2719,TssJ,reverse,-1,NC_013956_i2,KNDCMEPB_00003,NC_013956_i2_3
NC_013956_i2,4,2697,3782,TssG,reverse,-1,NC_013956_i2,KNDCMEPB_00004,NC_013956_i2_4
NC_013956_i2,5,3746,5500,TssF,reverse,-1,NC_013956_i2,KNDCMEPB_00005,NC_013956_i2_5
NC_013956_i2,6,5581,5745,Non-model,forward,1,NC_013956_i2,KNDCMEPB_00006,NC_013956_i2_6
NC_013956_i2,7,6041,6475,Non-model,reverse,-1,NC_013956_i2,KNDCMEPB_00007,NC_013956_i2_7
NC_013956_i2,8,6475,7749,Non-model,reverse,-1,NC_013956_i2,KNDCMEPB_00008,NC_013956_i2_8
NC_013956_i2,9,7780,9381,TssA,reverse,-1,NC_013956_i2,KNDCMEPB_00009,NC_013956_i2_9
NC_013956_i2,10,9378,12863,TssM,reverse,-1,NC_013956_i2,KNDCMEPB_00010,NC_013956_i2_10
NC_013956_i2,11,12860,14068,Non-model,reverse,-1,NC_013956_i2,KNDCMEPB_00011,NC_013956_i2_11
NC_013956_i2,12,14249,14737,Non-model,reverse,-1,NC_013956_i2,KNDCMEPB_00012,NC_013956_i2_12
NC_013956_i2,13,14880,15161,Non-model,reverse,-1,NC_013956_i2,KNDCMEPB_00013,NC_013956_i2_13
NC_013956_i2,14,15387,16091,Non-model,reverse,-1,NC_013956_i2,KNDCMEPB_00014,NC_013956_i2_14
NC_013956_i2,15,16095,18326,Non-model,reverse,-1,NC_013956_i2,KNDCMEPB_00015,NC_013956_i2_15
NC_013956_i2,16,18341,20692,TssI,reverse,-1,NC_013956_i2,KNDCMEPB_00016,NC_013956_i2_16
NC_013956_i2,17,20689,23343,TssH,reverse,-1,NC_013956_i2,KNDCMEPB_00017,NC_013956_i2_17
NC_013956_i2,18,23517,24008,TssD,reverse,-1,NC_013956_i2,KNDCMEPB_00018,NC_013956_i2_18
NC_013956_i2,19,24013,25737,TssM,reverse,-1,NC_013956_i2,KNDCMEPB_00019,NC_013956_i2_19
NC_013956_i2,20,25734,26423,TssL,reverse,-1,NC_013956_i2,KNDCMEPB_00020,NC_013956_i2_20
NC_013956_i2,21,26420,27760,TssK,reverse,-1,NC_013956_i2,KNDCMEPB_00021,NC_013956_i2_21
NC_013956_i2,22,27778,29319,TssC,reverse,-1,NC_013956_i2,KNDCMEPB_00022,NC_013956_i2_22
NC_013956_i2,23,29359,29856,TssB,reverse,-1,NC_013956_i2,KNDCMEPB_00023,NC_013956_i2_23
NC_013956_i3,1,1,2565,TssI,reverse,-1,NC_013956_i3,LBKMDGID_00001,NC_013956_i3_1
NC_013956_i3,2,2577,4040,Non-model,reverse,-1,NC_013956_i3,LBKMDGID_00002,NC_013956_i3_2
NC_013956_i3,3,4070,6679,TssH,reverse,-1,NC_013956_i3,LBKMDGID_00003,NC_013956_i3_3
NC_013956_i3,4,6733,7782,TssG,reverse,-1,NC_013956_i3,LBKMDGID_00004,NC_013956_i3_4
NC_013956_i3,5,7779,9656,TssF,reverse,-1,NC_013956_i3,LBKMDGID_00005,NC_013956_i3_5
NC_013956_i3,6,9659,10234,TssE,reverse,-1,NC_013956_i3,LBKMDGID_00006,NC_013956_i3_6
NC_013956_i3,7,10224,11051,Non-model,reverse,-1,NC_013956_i3,LBKMDGID_00007,NC_013956_i3_7
NC_013956_i3,8,11068,12081,Non-model,reverse,-1,NC_013956_i3,LBKMDGID_00008,NC_013956_i3_8
NC_013956_i3,9,12092,12883,Non-model,reverse,-1,NC_013956_i3,LBKMDGID_00009,NC_013956_i3_9
NC_013956_i3,10,12880,14775,Non-model,reverse,-1,NC_013956_i3,LBKMDGID_00010,NC_013956_i3_10
NC_013956_i3,11,15393,15794,Non-model,reverse,-1,NC_013956_i3,LBKMDGID_00011,NC_013956_i3_11
NC_013956_i3,12,15807,16682,Non-model,reverse,-1,NC_013956_i3,LBKMDGID_00012,NC_013956_i3_12
NC_013956_i3,13,16806,17288,TssD,reverse,-1,NC_013956_i3,LBKMDGID_00013,NC_013956_i3_13
NC_013956_i3,14,17358,17597,Non-model,forward,1,NC_013956_i3,LBKMDGID_00014,NC_013956_i3_14
NC_013956_i3,15,17867,19366,TssC,reverse,-1,NC_013956_i3,LBKMDGID_00015,NC_013956_i3_15
NC_013956_i3,16,19366,19896,TssB,reverse,-1,NC_013956_i3,LBKMDGID_00016,NC_013956_i3_16
NC_013956_i3,17,19977,20999,TssA,reverse,-1,NC_013956_i3,LBKMDGID_00017,NC_013956_i3_17
NC_013956_i3,18,21010,21723,Non-model,reverse,-1,NC_013956_i3,LBKMDGID_00018,NC_013956_i3_18
NC_013956_i3,19,21738,25364,TssM,reverse,-1,NC_013956_i3,LBKMDGID_00019,NC_013956_i3_19
NC_013956_i3,20,25368,26606,TssL,reverse,-1,NC_013956_i3,LBKMDGID_00020,NC_013956_i3_20
NC_013956_i3,21,26626,27966,TssK,reverse,-1,NC_013956_i3,LBKMDGID_00021,NC_013956_i3_21
NC_013956_i3,22,27988,28491,TssJ,reverse,-1,NC_013956_i3,LBKMDGID_00022,NC_013956_i3_22
NC_013961_i2,1,1,1401,TssA,reverse,-1,NC_013961_i2,NJLIPDLO_00001,NC_013961_i2_1
NC_013961_i2,2,1446,1898,TssE,reverse,-1,NC_013961_i2,NJLIPDLO_00002,NC_013961_i2_2
NC_013961_i2,3,2630,3520,TssI,reverse,-1,NC_013961_i2,NJLIPDLO_00003,NC_013961_i2_3
NC_013961_i2,4,3782,4171,Non-model,reverse,-1,NC_013961_i2,NJLIPDLO_00004,NC_013961_i2_4
NC_013961_i2,5,4345,4929,TssI,reverse,-1,NC_013961_i2,NJLIPDLO_00005,NC_013961_i2_5
NC_013961_i2,6,4934,5326,TssJ,reverse,-1,NC_013961_i2,NJLIPDLO_00006,NC_013961_i2_6
NC_013961_i2,7,5463,6206,Non-model,reverse,-1,NC_013961_i2,NJLIPDLO_00007,NC_013961_i2_7
NC_013961_i2,8,6251,6793,Non-model,reverse,-1,NC_013961_i2,NJLIPDLO_00008,NC_013961_i2_8
NC_013961_i2,9,6870,7466,Non-model,reverse,-1,NC_013961_i2,NJLIPDLO_00009,NC_013961_i2_9
NC_013961_i2,10,7408,8190,Non-model,reverse,-1,NC_013961_i2,NJLIPDLO_00010,NC_013961_i2_10
NC_013961_i2,11,8190,8744,Non-model,reverse,-1,NC_013961_i2,NJLIPDLO_00011,NC_013961_i2_11
NC_013961_i2,12,8746,11058,TssI,reverse,-1,NC_013961_i2,NJLIPDLO_00012,NC_013961_i2_12
NC_013961_i2,13,11063,11587,TssJ,reverse,-1,NC_013961_i2,NJLIPDLO_00013,NC_013961_i2_13
NC_013961_i2,14,11613,12695,TssG,reverse,-1,NC_013961_i2,NJLIPDLO_00014,NC_013961_i2_14
NC_013961_i2,15,12659,14428,TssF,reverse,-1,NC_013961_i2,NJLIPDLO_00015,NC_013961_i2_15
NC_013961_i2,16,14583,16190,TssA,reverse,-1,NC_013961_i2,NJLIPDLO_00016,NC_013961_i2_16
NC_013961_i2,17,16187,19558,TssM,reverse,-1,NC_013961_i2,NJLIPDLO_00017,NC_013961_i2_17
NC_013961_i2,18,19551,20798,Non-model,reverse,-1,NC_013961_i2,NJLIPDLO_00018,NC_013961_i2_18
NC_013961_i2,19,20762,21031,Non-model,reverse,-1,NC_013961_i2,NJLIPDLO_00019,NC_013961_i2_19
NC_013961_i2,20,21170,21700,Non-model,reverse,-1,NC_013961_i2,NJLIPDLO_00020,NC_013961_i2_20
NC_013961_i2,21,21784,24141,TssI,reverse,-1,NC_013961_i2,NJLIPDLO_00021,NC_013961_i2_21
NC_013961_i2,22,24287,24496,Non-model,reverse,-1,NC_013961_i2,NJLIPDLO_00022,NC_013961_i2_22
NC_013961_i2,23,24582,27242,TssH,reverse,-1,NC_013961_i2,NJLIPDLO_00023,NC_013961_i2_23
NC_013961_i2,24,27413,27904,TssD,reverse,-1,NC_013961_i2,NJLIPDLO_00024,NC_013961_i2_24
NC_013961_i2,25,27937,29592,TssM,reverse,-1,NC_013961_i2,NJLIPDLO_00025,NC_013961_i2_25
NC_013961_i2,26,29592,30269,TssL,reverse,-1,NC_013961_i2,NJLIPDLO_00026,NC_013961_i2_26
NC_013961_i2,27,30266,31615,TssK,reverse,-1,NC_013961_i2,NJLIPDLO_00027,NC_013961_i2_27
NC_013961_i2,28,31633,33174,TssC,reverse,-1,NC_013961_i2,NJLIPDLO_00028,NC_013961_i2_28
